case_id,source,gender,ethnic_group,education_level,business_location,income_level,business_type,BPRAC_01_recordkeeping,BPRAC_02_pricing_strategy,BPRAC_03_inventory_mgmt,BPRAC_04_marketing_plan,BPRAC_05_supplier_relations,BPRAC_06_quality_control,BPRAC_score,FIN_01_bank_account,FIN_02_mobile_money,FIN_03_business_loan_access,FIN_04_collateral_available,FIN_05_credit_history,FIN_06_mfi_membership,FIN_07_savings_buffer,FIN_08_insurance_cover,FIN_09_formal_registration,FIN_10_tax_id,FIN_11_invoice_use,FIN_12_grant_access,FIN_13_investor_contact,FIN_14_digital_payments,FIN_score,ENVO_01_local_demand,ENVO_02_road_access,ENVO_03_electricity,ENVO_04_internet_quality,ENVO_05_logistics_delivery,ENVO_06_competitor_density,ENVO_07_govt_service_access,ENVO_08_market_distance,ENVO_09_supplier_proximity,ENVO_score,EPSY_01_risk_tolerance,EPSY_02_need_achievement,EPSY_03_innovativeness,EPSY_04_self_efficacy,EPSY_05_locus_control,EPSY_06_persistence,EPSY_07_opportunity_alertness,EPSY_08_autonomy_pref,EPSY_09_proactiveness,EPSY_10_tolerance_ambiguity,EPSY_11_goal_orientation,EPSY_12_resilience,EPSY_13_creativity,EPSY_14_leadership,EPSY_15_networking_drive,EPSY_16_learning_orientation,EPSY_17_competitiveness,EPSY_18_optimism,EPSY_19_decisiveness,EPSY_20_stress_tolerance,EPSY_21_vision,EPSY_22_adaptability,EPSY_score,BEASE_01_registration_ease,BEASE_02_license_time,BEASE_03_tax_simplicity,BEASE_04_permit_access,BEASE_05_digital_govt_services,BEASE_06_compliance_burden_low,BEASE_07_property_rights,BEASE_08_contract_enforcement,BEASE_09_customs_ease,BEASE_10_utility_connection_ease,BEASE_11_credit_info_access,BEASE_12_investor_protection,BEASE_13_trade_license_renewal,BEASE_14_one_stop_service,BEASE_15_regulatory_clarity,BEASE_score,BPRAC_fz,FIN_fz,ENVO_fz,EPSY_fz,BEASE_fz,GROWTH_monthly_revenue_usd,GROWTH_growth_rate_selfrep,GROWTH_page_analytics_idx,GROWTH_score,GROWTH_fz,GROWTH_binary,SURV_01_BEASE_1,SURV_02_BEASE_2,SURV_03_BEASE_3,SURV_04_BEASE_4,SURV_05_BEASE_5,SURV_06_FIN_1,SURV_07_FIN_2,SURV_08_FIN_3,SURV_09_FIN_4,SURV_10_FIN_5,SURV_11_FIN_6,SURV_12_BPRAC_1,SURV_13_BPRAC_2,SURV_14_BPRAC_3,SURV_15_BPRAC_4,SURV_16_BPRAC_5,SURV_17_EPSY_1,SURV_18_EPSY_2,SURV_19_EPSY_3,SURV_20_EPSY_4,SURV_21_EPSY_5,SURV_22_ENVO_1,SURV_23_ENVO_2,SURV_24_ENVO_3,SURV_25_ENVO_4,SURV_26_ENVO_5,SURV_27_DIGITAL_LEGAL_1,SURV_28_DIGITAL_LEGAL_2,SURV_29_DIGITAL_LEGAL_3,SURV_30_DIGITAL_LEGAL_4
FoBS_117,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,2,4,1,0.292,4,3,5,3,3,2,5,5,4,5,5,4,5,4,0.768,3,4,3,3,4,3,3,3,3,0.556,3,4,3,3,2,4,3,3,4,3,3,3,2,3,3,3,3,3,2,3,4,3,0.511,4,2,3,3,5,3,3,4,2,4,4,5,3,4,3,0.617,0.128,0.895,0.677,0.283,0.759,5094,65.1,100.8,0.998,0.99,1,2,2,2,2,4,1,3,5,3,1,2,4,1,2,1,3,2,3,1,5,3,2,2,1,1,2,2,1,1,5
FoBS_118,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,3,5,4,3,0.625,5,4,5,3,3,4,4,5,3,3,5,4,5,3,0.75,4,5,5,4,3,4,3,3,4,0.722,3,2,4,3,5,4,4,4,5,3,1,2,2,2,4,4,2,2,5,2,4,2,0.534,4,4,3,4,4,4,5,4,4,3,3,5,4,4,4,0.733,0.76,0.877,0.915,0.333,0.908,2030,41.7,71.4,0.624,0.812,1,3,1,2,3,5,2,1,4,3,4,2,1,2,4,2,1,4,1,2,2,4,5,4,5,2,5,3,5,1,3
FoBS_119,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,3,2,3,3,4,0.542,2,2,3,2,2,3,3,4,3,1,2,1,2,3,0.339,3,4,2,1,3,2,3,3,3,0.417,3,2,4,3,4,2,2,2,3,4,3,3,2,1,3,4,4,4,3,2,2,4,0.477,3,3,3,2,1,2,2,3,1,2,1,3,3,3,3,0.333,0.595,0.112,0.349,0.216,0.163,1076,23.7,41.1,0.389,0.374,0,1,2,4,2,4,5,4,4,1,5,2,1,5,3,1,4,3,2,3,5,1,3,5,2,3,3,1,1,1,3
FoBS_120,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,2,3,4,2,3,0.375,2,3,2,3,4,4,3,4,2,3,4,3,4,3,0.536,4,4,2,2,3,2,3,3,2,0.444,1,2,3,3,4,3,3,4,2,2,5,1,2,3,3,3,4,2,3,3,2,1,0.42,2,4,3,3,3,3,3,3,3,3,1,3,3,3,2,0.45,0.24,0.465,0.414,0.131,0.38,1461,10.6,50.7,0.482,0.567,1,4,3,1,2,5,4,3,3,2,5,1,1,3,3,2,4,3,3,4,1,2,5,3,2,1,2,5,3,4,4
FoBS_121,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,5,4,3,4,3,0.708,2,1,2,1,2,3,3,4,2,2,2,2,2,2,0.286,3,2,3,3,2,2,2,3,3,0.389,3,3,3,3,3,4,3,3,3,2,2,3,4,2,3,3,1,2,4,3,4,4,0.489,2,4,4,3,2,4,2,1,3,3,1,3,3,2,4,0.433,0.872,0.07,0.29,0.237,0.342,759,19.7,35.6,0.329,0.265,0,1,5,5,3,1,3,2,5,5,2,2,5,3,5,2,3,3,5,4,4,1,1,4,1,4,4,2,4,5,3
FoBS_122,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,5,5,3,1,2,0.583,4,2,2,5,5,3,3,4,4,3,4,5,4,4,0.679,5,4,5,5,4,3,5,4,2,0.778,4,3,2,1,4,3,3,3,4,4,3,4,4,2,5,5,4,3,5,3,4,3,0.614,3,3,4,4,3,3,3,4,3,3,4,4,3,4,4,0.617,0.683,0.779,0.949,0.536,0.759,2289,40.9,64.9,0.723,0.908,1,2,5,2,4,1,5,5,3,1,1,3,5,4,5,1,1,3,5,2,5,5,2,4,1,5,3,5,5,5,3
FoBS_123,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,4,3,2,4,0.542,4,5,4,4,3,3,5,4,3,2,3,3,2,3,0.607,1,2,3,2,4,2,1,1,2,0.25,1,3,3,3,2,3,1,3,5,2,1,1,2,2,3,3,3,2,3,1,1,2,0.318,3,2,3,2,3,3,3,5,2,3,2,3,4,2,3,0.467,0.595,0.637,0.095,0.049,0.419,2256,20.7,72.5,0.661,0.855,1,4,1,1,1,4,5,2,4,3,3,1,1,5,1,2,3,3,1,5,2,5,4,3,4,3,1,4,1,4,5
FoBS_124,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,1,2,3,1,2,0.167,1,1,2,1,3,1,2,3,2,3,2,2,4,1,0.25,2,3,2,2,1,2,1,3,3,0.278,2,3,2,3,4,2,1,1,1,2,2,2,3,2,1,2,3,3,3,3,2,2,0.307,1,2,2,3,3,3,2,2,3,1,2,1,3,1,1,0.25,0.044,0.05,0.121,0.044,0.079,685,9.3,13.8,0.163,0.082,0,2,5,3,2,3,4,1,4,3,4,5,3,1,1,2,3,4,2,3,1,3,3,4,2,2,2,5,2,2,4
FoBS_125,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,3,3,3,3,2,0.375,5,4,5,2,3,2,3,5,2,3,2,4,3,5,0.607,3,3,1,3,2,2,2,2,2,0.306,5,3,3,4,2,3,3,3,3,2,2,2,1,3,5,1,4,3,2,2,2,2,0.432,4,3,5,3,2,4,3,3,3,5,2,2,3,3,2,0.533,0.24,0.637,0.153,0.146,0.581,1442,19.2,54.0,0.524,0.651,1,2,3,2,2,1,5,2,3,2,4,1,1,1,1,5,1,5,1,3,2,1,4,4,5,2,4,1,2,4,5
FoBS_126,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,1,1,1,3,2,0.208,4,2,3,4,2,4,4,2,2,4,3,2,1,2,0.446,2,2,1,4,3,1,2,4,2,0.333,3,3,1,2,1,2,1,1,1,3,1,5,2,2,2,3,1,1,2,2,2,2,0.239,5,2,2,4,3,2,1,1,3,2,3,2,3,4,4,0.433,0.064,0.266,0.192,0.022,0.342,1332,32.3,34.8,0.453,0.506,1,3,3,3,2,3,1,4,5,3,1,3,3,1,3,2,1,4,5,1,5,5,2,1,5,1,1,3,5,3,2
FoBS_127,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,1,3,3,1,0.292,4,5,4,3,4,3,5,4,3,5,4,4,3,3,0.714,5,3,1,2,4,2,1,3,3,0.417,1,3,2,3,3,1,1,3,3,1,1,2,3,4,2,4,1,3,2,1,1,3,0.295,4,4,4,3,4,4,5,5,3,3,5,4,5,4,4,0.767,0.128,0.834,0.349,0.039,0.932,1930,50.5,74.5,0.647,0.84,1,5,1,1,1,1,1,1,1,2,1,2,5,5,4,3,1,2,4,2,5,3,4,5,4,3,2,3,3,5,4
FoBS_128,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,2,1,2,0.208,3,2,2,3,3,4,3,4,3,2,3,3,3,2,0.464,2,3,2,1,2,2,2,1,2,0.222,1,1,3,1,2,1,1,3,2,1,3,1,2,1,2,2,1,2,3,2,3,1,0.193,4,2,4,4,4,2,1,3,3,3,4,4,2,2,2,0.483,0.064,0.301,0.074,0.014,0.459,964,26.3,31.7,0.324,0.257,0,4,5,3,4,3,1,2,1,5,2,4,2,1,1,1,4,2,4,4,3,2,1,2,2,3,2,2,5,3,4
FoBS_129,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,1,1,2,1,2,0.125,3,2,5,4,4,3,3,4,4,3,2,5,2,3,0.589,1,3,1,2,1,1,2,1,2,0.139,2,1,1,2,2,2,2,3,1,1,2,3,1,1,1,1,2,1,3,1,3,2,0.182,3,3,3,4,2,3,5,3,2,3,3,3,4,3,3,0.533,0.031,0.595,0.034,0.012,0.581,1702,22.7,54.4,0.506,0.616,1,1,3,5,4,3,4,2,1,3,1,1,4,5,4,3,1,1,4,4,2,2,2,3,5,5,4,5,2,3,3
FoBS_130,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,3,3,3,0.375,4,3,2,4,2,4,2,4,4,3,3,3,2,3,0.518,1,2,3,2,3,1,1,3,4,0.306,2,1,4,3,1,3,3,3,3,2,3,2,1,4,2,4,2,2,3,1,2,4,0.375,5,4,3,2,3,3,3,3,3,4,5,1,3,3,2,0.533,0.24,0.422,0.153,0.086,0.581,1760,37.6,51.9,0.565,0.725,1,1,1,2,5,4,4,5,3,5,4,5,4,1,3,1,1,2,4,4,3,5,4,5,4,2,1,1,3,3,3
FoBS_131,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,3,3,4,0.417,4,3,3,4,3,2,3,1,3,4,2,4,3,4,0.518,2,2,2,1,2,1,4,2,2,0.25,2,2,1,3,5,2,1,3,2,2,2,2,1,2,2,2,2,2,2,3,2,2,0.284,3,4,3,4,2,2,2,3,2,4,3,3,3,3,1,0.45,0.317,0.422,0.095,0.035,0.38,1091,23.4,33.6,0.376,0.35,0,1,4,1,1,4,1,3,5,4,3,1,3,3,1,4,5,2,3,3,1,3,5,5,5,5,3,2,1,2,3
FoBS_132,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,1,1,1,3,2,0.125,3,4,2,3,3,3,4,2,3,1,4,3,3,3,0.482,2,2,1,1,1,1,1,1,2,0.083,2,2,1,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,0.114,2,1,3,4,1,4,2,3,1,3,3,3,4,1,4,0.4,0.031,0.339,0.02,0.006,0.273,777,22.7,25.4,0.251,0.158,0,5,2,5,1,1,1,2,1,5,2,1,1,4,4,3,4,5,3,3,5,5,1,1,1,5,2,1,1,4,2
FoBS_133,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,4,3,5,3,0.667,4,3,3,1,3,2,5,1,3,4,1,1,2,4,0.411,3,4,3,3,4,3,2,3,4,0.556,3,3,2,2,3,3,2,3,5,2,5,3,3,3,3,2,4,5,3,3,3,4,0.534,3,2,2,3,4,3,2,4,2,2,3,3,4,4,2,0.467,0.823,0.203,0.677,0.333,0.419,911,13.4,40.1,0.34,0.283,0,3,3,4,5,4,2,1,5,1,2,3,1,4,2,2,4,2,3,4,1,1,5,3,2,4,2,4,1,5,1
FoBS_134,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,3,4,3,3,0.542,3,2,4,3,4,3,2,3,4,3,4,3,4,4,0.571,4,2,1,3,4,4,2,2,3,0.444,3,5,3,3,3,2,2,4,3,4,2,4,3,4,4,3,2,4,3,4,5,5,0.602,3,3,2,5,2,3,1,4,2,3,3,3,4,4,5,0.533,0.595,0.552,0.414,0.506,0.581,2335,37.0,73.9,0.718,0.905,1,1,2,5,5,2,2,5,5,5,2,4,2,1,2,3,5,3,1,2,2,1,5,1,5,1,4,5,2,3,2
FoBS_135,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,1,3,2,1,0.292,2,3,1,3,2,3,3,5,3,2,3,2,3,2,0.411,1,3,3,1,3,1,2,3,1,0.25,2,2,3,2,2,1,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,3,0.17,3,2,3,3,2,3,3,4,2,2,1,1,3,3,4,0.4,0.128,0.203,0.095,0.011,0.273,724,7.1,19.7,0.199,0.108,0,1,2,1,4,4,4,3,3,5,4,1,2,1,5,1,4,5,5,3,4,3,3,3,4,2,2,4,2,4,2
FoBS_136,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,4,3,3,4,4,0.667,3,3,1,2,3,2,1,2,2,4,1,1,2,2,0.268,4,5,4,4,4,4,3,5,5,0.806,4,2,3,1,3,4,4,3,2,3,3,3,3,3,4,4,3,3,2,4,4,4,0.534,2,3,1,1,3,2,1,2,3,2,3,3,2,4,2,0.317,0.823,0.059,0.961,0.333,0.142,628,20.6,23.1,0.28,0.193,0,3,5,4,5,2,3,2,4,5,3,2,1,2,4,1,2,1,1,3,3,1,5,5,1,5,3,1,2,2,1
FoBS_137,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,3,4,4,3,3,0.625,4,4,4,3,4,5,4,5,4,2,5,5,5,5,0.804,3,3,4,2,3,5,4,3,3,0.583,4,2,3,2,2,3,4,2,2,4,3,3,2,4,5,4,1,2,2,5,3,3,0.489,4,3,5,5,4,2,5,4,3,4,4,3,5,3,3,0.7,0.76,0.923,0.734,0.237,0.877,3344,50.3,81.6,0.846,0.965,1,3,2,3,3,1,4,4,3,1,5,5,4,2,5,4,5,4,5,4,1,3,4,5,3,4,3,2,2,4,5
FoBS_138,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,4,3,1,3,0.458,2,3,3,2,3,4,4,3,4,3,2,3,2,4,0.5,2,2,3,2,3,2,1,2,2,0.278,3,2,1,1,3,4,3,2,2,3,4,2,3,3,3,3,2,3,2,2,3,2,0.386,3,3,3,2,2,1,3,4,2,2,3,4,4,3,3,0.45,0.405,0.38,0.121,0.096,0.38,1396,32.1,49.3,0.527,0.657,1,5,5,4,2,3,5,2,4,2,2,2,2,4,2,1,1,1,4,2,3,4,3,5,1,4,2,1,4,3,5
FoBS_139,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,2,4,3,1,0.417,4,4,4,4,2,4,2,4,4,4,3,2,3,4,0.607,4,4,3,3,3,3,3,4,3,0.583,4,2,4,2,4,2,4,3,2,3,1,2,2,4,3,3,3,2,2,3,3,3,0.443,5,3,5,4,3,4,2,4,3,4,4,4,4,3,3,0.667,0.317,0.637,0.734,0.161,0.837,3032,49.4,77.2,0.807,0.953,1,2,2,3,2,2,5,1,2,1,4,1,2,5,4,4,4,1,2,1,1,5,4,2,1,2,4,5,3,3,5
FoBS_140,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,2,2,1,2,0.25,4,3,3,2,1,5,4,4,3,4,2,5,4,2,0.571,1,3,1,3,2,2,1,1,3,0.222,1,3,1,2,3,1,2,3,3,4,3,1,2,2,1,1,2,2,3,2,1,1,0.25,4,4,3,3,2,4,4,3,2,4,3,4,2,3,4,0.567,0.091,0.552,0.074,0.025,0.658,2391,47.4,73.3,0.704,0.894,1,2,3,5,1,2,1,2,2,5,1,1,5,3,1,1,2,4,3,2,4,5,4,5,3,4,5,3,2,4,3
FoBS_141,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,2,3,4,4,0.542,5,3,2,3,5,4,3,2,3,1,2,4,2,3,0.5,3,3,5,3,3,2,2,3,3,0.5,3,3,4,1,3,2,5,2,4,5,3,5,4,3,4,2,2,2,3,5,3,3,0.557,5,2,4,4,3,2,3,3,3,3,2,3,4,3,3,0.533,0.595,0.38,0.549,0.388,0.581,1617,35.5,65.1,0.588,0.762,1,1,1,1,4,3,3,2,4,4,4,1,4,2,2,4,5,5,1,3,4,4,5,5,2,5,1,3,3,1,4
FoBS_142,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,2,2,4,3,3,0.458,3,4,3,5,2,3,3,3,4,3,3,4,3,3,0.571,3,2,2,2,3,1,3,1,2,0.278,3,1,4,2,2,1,3,2,1,2,2,1,3,3,3,3,3,4,2,3,3,4,0.375,1,1,1,2,3,4,2,3,5,3,4,2,3,4,4,0.45,0.405,0.552,0.121,0.086,0.38,1355,20.4,33.6,0.427,0.451,0,5,2,2,4,3,1,4,1,2,4,4,1,5,4,4,3,2,3,1,1,4,2,1,5,5,2,5,5,3,4
FoBS_143,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,2,2,1,2,4,0.292,4,2,2,2,3,4,3,3,1,3,2,4,5,4,0.5,1,1,1,1,1,3,2,1,1,0.083,3,3,3,4,1,2,2,1,1,3,1,2,3,2,2,2,3,2,2,2,2,2,0.295,2,4,3,4,3,1,4,3,3,4,3,4,3,3,3,0.533,0.128,0.38,0.02,0.039,0.581,745,11.7,41.6,0.261,0.169,0,3,5,3,3,5,2,5,4,2,5,2,2,1,1,1,1,4,5,3,3,1,5,4,5,4,5,5,3,2,5
FoBS_144,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,3,2,3,3,0.5,3,2,3,3,1,1,1,2,2,3,1,1,2,1,0.214,3,4,5,4,3,4,3,3,3,0.639,4,3,4,2,2,1,2,2,2,2,2,2,3,2,4,3,4,3,3,3,1,2,0.386,2,2,1,2,2,2,3,2,2,2,4,1,4,1,4,0.317,0.5,0.036,0.826,0.096,0.142,875,7.1,15.5,0.25,0.157,0,5,5,1,1,1,4,3,1,5,1,3,3,5,5,1,5,4,2,3,5,1,2,2,5,5,5,3,4,4,3
FoBS_145,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,5,3,4,3,3,0.667,4,2,2,2,2,1,3,3,3,1,4,4,4,3,0.429,3,4,3,4,4,5,4,3,5,0.722,2,2,4,4,4,4,3,4,2,2,4,2,3,4,2,2,2,5,3,3,4,3,0.523,3,1,2,3,1,3,3,1,2,2,2,2,2,2,2,0.267,0.823,0.233,0.915,0.307,0.092,1566,31.2,52.9,0.511,0.625,1,2,3,1,2,4,1,2,5,4,5,3,4,5,2,2,2,5,5,1,4,1,2,4,5,1,3,2,2,3,4
FoBS_146,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,4,3,3,4,3,0.625,2,3,2,4,4,3,3,4,3,3,2,2,4,4,0.518,3,1,3,4,2,3,3,3,4,0.472,1,2,4,3,3,3,3,1,3,3,4,3,2,3,2,3,3,2,2,2,3,4,0.42,3,2,3,4,3,3,5,5,2,4,3,3,4,4,3,0.6,0.76,0.422,0.481,0.131,0.727,1746,33.0,70.0,0.611,0.795,1,4,2,5,3,2,4,1,1,1,5,3,4,1,3,3,1,5,4,3,4,1,4,5,3,3,5,2,4,3,2
FoBS_147,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,3,2,1,2,2,0.25,2,2,2,2,2,3,4,2,3,3,2,2,2,2,0.339,1,1,2,2,1,2,1,1,1,0.083,1,3,3,2,2,1,2,4,1,1,2,2,1,2,1,2,2,1,2,2,2,1,0.205,3,2,3,1,1,3,3,2,2,2,2,2,2,2,2,0.283,0.091,0.112,0.02,0.015,0.107,688,9.7,21.2,0.296,0.215,0,3,5,1,2,1,1,1,5,4,4,1,5,5,5,5,4,5,2,4,4,2,1,5,3,5,4,1,4,2,4
FoBS_148,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,3,4,4,3,0.583,3,2,3,2,3,3,3,1,3,3,2,2,1,2,0.339,5,4,4,2,4,5,4,4,5,0.778,4,3,2,3,4,4,4,3,2,3,3,2,4,3,4,4,4,4,2,4,2,5,0.58,3,3,3,3,3,3,3,3,4,1,3,3,4,4,3,0.517,0.683,0.112,0.949,0.446,0.541,1225,43.2,46.8,0.455,0.511,1,3,3,4,3,4,1,5,2,4,4,5,5,5,5,1,2,1,4,5,3,5,3,1,2,5,5,1,4,4,4
FoBS_149,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,3,3,4,4,0.625,1,3,3,2,2,2,1,3,3,2,1,2,2,3,0.286,3,4,5,5,3,2,3,3,3,0.611,4,4,2,4,4,3,3,3,4,2,3,2,4,4,3,5,4,4,5,3,4,2,0.614,3,2,2,3,4,2,3,2,1,2,3,4,3,3,2,0.4,0.76,0.07,0.784,0.536,0.273,1737,31.8,55.2,0.562,0.72,1,2,4,4,2,3,4,1,5,2,1,4,4,1,4,1,4,1,2,1,3,3,2,5,3,3,1,3,1,1,2
FoBS_150,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),2,3,2,1,3,3,0.333,3,2,1,2,1,2,1,1,3,2,1,2,2,2,0.196,2,3,3,3,2,4,2,1,3,0.389,3,5,4,3,4,1,3,2,3,3,4,5,2,3,3,3,4,3,2,2,2,2,0.5,3,3,2,2,1,2,1,1,3,2,2,1,1,2,2,0.217,0.177,0.03,0.29,0.259,0.058,504,15.1,16.3,0.225,0.131,0,5,1,3,1,4,4,4,4,2,3,3,1,4,2,3,3,1,5,2,5,5,4,3,1,5,3,2,4,4,4
FoBS_151,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,2,4,4,4,5,0.708,3,3,2,3,3,4,4,3,5,4,4,3,4,4,0.625,5,4,4,3,4,4,4,3,3,0.694,3,2,5,4,5,3,5,3,4,4,5,4,5,4,4,4,5,3,5,4,4,4,0.761,3,3,4,2,4,3,4,3,2,2,4,4,2,3,4,0.533,0.872,0.676,0.891,0.845,0.581,3293,41.5,85.1,0.856,0.968,1,3,4,3,2,1,3,4,4,2,4,3,5,1,1,1,4,3,3,2,5,4,4,5,2,4,5,1,1,4,1
FoBS_152,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,3,3,1,3,0.417,1,3,3,3,1,4,3,2,3,3,4,3,3,2,0.429,3,5,3,5,2,5,3,2,4,0.639,4,3,2,3,3,5,3,4,2,3,4,2,2,5,4,3,5,4,2,2,2,2,0.534,4,3,4,2,2,4,3,4,4,3,1,3,4,3,3,0.533,0.317,0.233,0.826,0.333,0.581,1950,30.8,58.5,0.614,0.799,1,5,1,5,4,2,4,1,3,3,1,2,3,2,5,3,5,5,5,5,5,1,3,4,2,4,3,4,2,4,5
FoBS_153,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),1,2,1,1,2,3,0.167,3,2,2,2,2,2,3,4,4,4,2,4,3,3,0.464,1,1,2,2,1,2,2,2,2,0.167,2,2,2,3,1,1,2,3,1,2,2,1,1,3,1,2,3,3,1,1,1,3,0.216,3,2,1,4,1,3,4,4,3,5,4,2,2,4,3,0.5,0.044,0.301,0.044,0.017,0.5,1491,31.3,56.4,0.559,0.715,1,1,3,3,3,2,2,2,5,5,4,2,1,5,5,4,3,3,3,3,2,3,5,2,1,3,5,3,5,1,3
FoBS_154,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),4,3,3,4,3,4,0.625,1,3,2,2,1,3,2,3,2,2,2,1,3,3,0.286,5,4,2,3,3,3,2,2,3,0.5,2,4,4,1,4,3,2,3,4,4,2,4,4,3,3,3,3,3,5,2,3,3,0.534,3,3,3,2,2,3,1,1,1,2,3,3,1,4,2,0.317,0.76,0.07,0.549,0.333,0.142,862,10.6,25.5,0.323,0.256,0,5,1,5,3,3,3,2,5,5,4,5,3,2,4,4,5,5,5,2,4,1,1,3,4,3,5,5,5,4,4
FoBS_155,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,3,2,3,3,3,0.458,5,3,2,5,1,2,1,4,3,3,3,4,3,2,0.482,3,4,2,4,3,3,2,4,4,0.556,3,1,3,4,2,2,2,4,4,3,1,3,2,3,4,5,4,4,2,3,3,2,0.477,2,4,5,3,3,4,3,2,4,4,4,2,3,5,4,0.617,0.405,0.339,0.677,0.216,0.759,1688,39.8,55.9,0.551,0.701,1,3,2,1,1,1,3,4,5,5,4,3,1,5,1,1,2,1,1,1,1,1,2,1,5,1,1,3,5,1,3
FoBS_156,FoBS,NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),NA (online SME),3,4,4,4,4,3,0.667,3,2,4,4,5,3,4,4,4,4,4,5,4,3,0.696,3,4,5,5,4,4,4,4,5,0.806,3,4,4,3,3,4,4,4,5,3,4,4,4,3,3,5,4,4,4,3,3,3,0.67,3,3,4,5,2,5,3,3,5,4,3,3,4,3,4,0.65,0.823,0.808,0.961,0.677,0.813,4914,65.7,101.7,0.988,0.989,1,5,5,3,3,1,5,2,1,5,1,3,5,1,3,5,5,3,1,4,2,4,4,3,3,1,4,3,3,4,4
